,Game,Name,MP_G,FG_G,FGA_G,FG_PCT,3FG_G,3FGA_G,3FG_PCT,eFG_PCT,FT_G,FTA_G,FT_PCT,RBD_G,AST_G,PTS_G,TS_G,ASTPCT_G,TOV_PCT_G,USG_PCT_G,OFRTG_G,DFRTG_G
22,23,Chris Paul 2015,34.8043478261,6.69565217391,13.3043478261,0.503267973856,1.39130434783,3.73913043478,0.372093023256,0.555555555556,2.91304347826,3.30434782609,0.881578947368,4.60869565217,9.78260869565,17.6956521739,0.599516851284,46.2826086957,11.7782608696,22.4391304348,128.47826087,105.869565217
23,24,Chris Paul 2015,34.3569444444,6.58333333333,13.0416666667,0.504792332268,1.41666666667,3.70833333333,0.38202247191,0.55910543131,2.83333333333,3.20833333333,0.883116883117,4.5,9.70833333333,17.4166666667,0.602513837638,46.2541666667,11.7791666667,22.1875,129.625,106.0
24,25,Chris Paul 2015,34.494,6.6,13.08,0.504587155963,1.4,3.68,0.380434782609,0.558103975535,2.92,3.32,0.879518072289,4.56,9.68,17.52,0.60244278169,46.224,11.536,22.116,129.92,105.56
25,26,Chris Paul 2015,34.6608974359,6.65384615385,13.2307692308,0.502906976744,1.38461538462,3.69230769231,0.375,0.55523255814,2.80769230769,3.19230769231,0.879518072289,4.57692307692,9.88461538462,17.5,0.597866077999,46.8961538462,11.8230769231,22.1692307692,129.192307692,105.807692308
26,27,Chris Paul 2015,34.7265432099,6.62962962963,13.3333333333,0.497222222222,1.48148148148,3.77777777778,0.392156862745,0.552777777778,3.11111111111,3.51851851852,0.884210526316,4.51851851852,9.85185185185,17.8518518519,0.599800895968,46.6703703704,11.7037037037,22.4296296296,129.37037037,105.888888889
27,28,Chris Paul 2015,34.6869047619,6.67857142857,13.4642857143,0.496021220159,1.53571428571,3.85714285714,0.398148148148,0.553050397878,3.21428571429,3.64285714286,0.882352941176,4.5,9.82142857143,18.1071428571,0.600881767327,46.4571428571,11.75,22.7107142857,129.285714286,106.607142857
28,29,Chris Paul 2015,34.8344827586,6.68965517241,13.6206896552,0.491139240506,1.58620689655,3.96551724138,0.4,0.549367088608,3.1724137931,3.58620689655,0.884615384615,4.55172413793,9.72413793103,18.1379310345,0.596696614938,45.9034482759,11.8172413793,22.7413793103,128.517241379,106.586206897
29,30,Chris Paul 2015,34.9233333333,6.7,13.7666666667,0.486682808717,1.56666666667,3.96666666667,0.394957983193,0.543583535109,3.3,3.73333333333,0.883928571429,4.63333333333,9.53333333333,18.2666666667,0.592714372242,45.0533333333,11.57,22.83,128.1,105.933333333
30,31,Chris Paul 2015,34.9005376344,6.58064516129,13.7096774194,0.48,1.54838709677,3.93548387097,0.393442622951,0.536470588235,3.29032258065,3.74193548387,0.879310344828,4.58064516129,9.48387096774,18.0,0.586085202924,44.7032258065,11.4161290323,22.7516129032,127.129032258,106.516129032
31,32,Chris Paul 2015,34.9192708333,6.59375,13.71875,0.480637813212,1.59375,3.96875,0.40157480315,0.538724373576,3.28125,3.75,0.875,4.59375,9.4375,18.0625,0.587637250915,44.534375,11.4125,22.75625,127.09375,106.21875
32,33,Chris Paul 2015,34.6964646465,6.45454545455,13.6363636364,0.473333333333,1.57575757576,3.9696969697,0.396946564885,0.531111111111,3.18181818182,3.63636363636,0.875,4.54545454545,9.39393939394,17.6666666667,0.579753381066,44.4818181818,11.7151515152,22.8,125.393939394,105.787878788
33,34,Chris Paul 2015,34.5705882353,6.47058823529,13.5588235294,0.477223427332,1.61764705882,4.0,0.404411764706,0.536876355748,3.29411764706,3.73529411765,0.88188976378,4.64705882353,9.47058823529,17.8529411765,0.587176907599,44.7676470588,11.5647058824,22.8,127.0,105.382352941
34,35,Chris Paul 2015,34.5276190476,6.4,13.4285714286,0.476595744681,1.57142857143,3.94285714286,0.398550724638,0.535106382979,3.25714285714,3.68571428571,0.883720930233,4.68571428571,9.48571428571,17.6285714286,0.585655706584,45.0142857143,11.9,22.6371428571,126.342857143,105.542857143
35,36,Chris Paul 2015,34.4351851852,6.47222222222,13.4722222222,0.480412371134,1.63888888889,4.0,0.409722222222,0.541237113402,3.22222222222,3.63888888889,0.885496183206,4.61111111111,9.52777777778,17.8055555556,0.590630989238,45.5611111111,11.7333333333,22.7,127.083333333,105.194444444
36,37,Chris Paul 2015,34.3153153153,6.43243243243,13.4054054054,0.479838709677,1.64864864865,4.0,0.412162162162,0.541330645161,3.27027027027,3.67567567568,0.889705882353,4.54054054054,9.62162162162,17.7837837838,0.591896948762,45.8081081081,11.4162162162,22.6189189189,128.0,105.297297297
37,38,Chris Paul 2015,34.3592105263,6.5,13.5,0.481481481481,1.68421052632,4.10526315789,0.410256410256,0.543859649123,3.23684210526,3.63157894737,0.891304347826,4.5,9.60526315789,17.9210526316,0.59349508471,46.0394736842,11.3815789474,22.75,128.026315789,105.815789474
